artist,album,title,duration,playcount,rating,rating_interpretation
"Jon Lajoie","You Want Some of This?","E  Too Fast","1:57","1","undefined","never-rated"
"Ashes Divide","Keep Telling Myself It's Alright (Uk Version)","Too Late","3:59","1","undefined","never-rated"
"Fink","Hard Believer","Too Late","4:15","10","0","not-rated"
"How to destroy angels","Welcome oblivion","Too late, all gone","6:14","4","0","not-rated"
"The Dear Hunter","The Color Spectrum The Complete Collection","Too Late (Violet)","4:03","14","5","thumbs-up"
"Mushroomhead","XX","Too Much Nothing","3:11","2","0","not-rated"
"Mushroomhead","XX (UK Version with 2 bonus tracks)","Too Much Nothing","3:10","2","0","not-rated"
"Major Lazer","Peace Is The Mission","E  Too Original (feat. Elliphant & Jovi Rockwell)","3:27","6","undefined","never-rated"
"Jamiroquai","High Times - Singles 1992-2006","Too Young To Die (Remastered for 2006)","3:24","2","0","not-rated"
"A","Hi-Fi Serious","Took It Away","3:29","8","0","not-rated"
"Iwan Rheon","Dinard","Top of the Road","4:07","3","undefined","never-rated"
"Breaking Benjamin","Phobia","E  Topless (Explicit)","3:03","2","undefined","never-rated"
"A.C.T.","Last Epic","Torn By A Phrase Garden","5:36","2","5","thumbs-up"
"Everything Everything","Arc (Deluxe)","Torso Of The Week","4:34","14","0","not-rated"
"Jeremy Soule & Julian Soule","Guild Wars: Nightfall","Tortured Souls","3:14","","0","not-rated"
"BLØF","In Het Midden Van Alles","Tot Het Bittere Eind","4:11","2","undefined","never-rated"
"Iron Maiden","The Number Of The Beast","Total Eclipse (1998 Digital Remaster)","4:26","1","0","not-rated"
"AFI","EP Songs","Totalimmortal","4:23","3","5","thumbs-up"
"Periphery","Periphery","Totla Mad","3:59","","undefined","never-rated"
"Daft Punk","Random Access Memories","Touch","8:19","8","0","not-rated"
"Superhumanoids","Do You Feel Ok?","Touch Me","3:54","1","undefined","never-rated"
"Evanescence","Fallen","Tourniquet","4:39","1","5","thumbs-up"
"Knife Party","100% No Modern Talking - EP","Tourniquet","5:18","1","0","not-rated"
"Marilyn Manson","Lest We Forget","Tourniquet","4:47","6","5","thumbs-up"
"System Of A Down","Toxicity","Toxicity","3:39","6","5","thumbs-up"
"Plan B","The Defamation Of Strickland Banks","Traded In My Cigarettes","4:15","1","0","not-rated"
"Rise Against","The Black Market","Tragedy + Time","4:17","1","undefined","never-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Trahearne's Reverie","1:15","","0","not-rated"
"Marcin Przybyłowicz","The Witcher 3: Wild Hunt - Official Soundtrack","The Trail","2:50","14","0","not-rated"
"Jeremy Soule & Julian Soule","Guild Wars: Nightfall","Trailer - Cries of Elona (Bonus)","2:17","","0","not-rated"
"Jeremy Soule & Julian Soule","Guild Wars: Nightfall","Trailer - Sunspears Attack (Bonus)","2:18","","0","not-rated"
"Grant Kirkhope","Viva Piñata: Original Soundtrack","Tranquil Hours","2:37","9","0","not-rated"
"Curtis Schweitzer","Starbound Orchestral Original Soundtrack","Tranquility Base","11:55","","undefined","never-rated"
"Spineshank","The Height Of Callousness","Transparent","3:54","4","5","thumbs-up"
"Iron Maiden","Iron Maiden","Transylvania (1998 Remastered Version)","4:19","4","undefined","never-rated"
"The Dear Hunter","The Color Spectrum The Complete Collection","Trapdoor (Blue)","3:54","13","undefined","never-rated"
"Metallica","The Greatest Hits","Trapped Under Ice","4:05","1","0","not-rated"
"Rizzle Kicks","Stereo Typical","Traveller's Chant","3:29","2","0","not-rated"
"Gary Clark Jr.","Blak And Blu","Travis County","3:38","9","undefined","never-rated"
"Alex Clare","The Lateness Of the Hour","Treading Water","3:39","15","5","thumbs-up"
"Newton Faulkner","Studio Zoo","Treading Water","4:33","5","0","not-rated"
"John Boutte","Jambalaya","Treme Song","4:24","9","0","not-rated"
"John Boutté","Treme: Music From The HBO Original Series, Season 1","Treme Song","1:44","1","0","not-rated"
"Tool","Lateralus","Triad","8:50","9","0","not-rated"
"Arty, Matisse & Sadko","Until Now","Trio","5:42","1","0","not-rated"
"Nothing But Thieves","Nothing But Thieves (Deluxe)","Trip Switch","3:01","9","5","thumbs-up"
"The Dear Hunter","The Color Spectrum The Complete Collection","Tripping In Triplets (Blue)","3:52","47","5","thumbs-up"
"Rizzle Kicks","Stereo Typical","Trouble","3:03","1","0","not-rated"
"Skindred","Roots Rock Riot","Trouble","3:49","6","5","thumbs-up"
"Professor Green","At Your Inconvenience","Trouble (feat. Luciana)","3:40","4","0","not-rated"
"Alkaline Trio","From Here To Infirmary","Trucks And Trains","3:16","3","0","not-rated"
"Radiohead","The Best Of [Explicit]","True Love Waits (Live In Oslo) [Explicit]","5:05","1","0","not-rated"
"Guano Apes","Bel Air","Trust","7:08","1","0","not-rated"
"Bliss","No One Built This Moment","Trust In Your Love (Feat. Ane Brun)","5:27","1","undefined","never-rated"
"Good Charlotte","AOL Sessions: Under Cover","The Truth","3:57","1","5","thumbs-up"
"(Hed) P.E.","Only In Amerika","The Truth","3:04","1","1","thumbs-down"
"Seven Lions","Days To Come EP","The Truth","5:32","1","undefined","never-rated"
"Fink","Hard Believer","Truth Begins","5:04","15","0","not-rated"
"The Hives","The Black & White Album","Try it Again","3:30","1","0","not-rated"
"Maximum The Hormone","Tsume Tsume Tsume / F","Tsume Tsume Tsume","4:16","2","0","not-rated"
"Maximum The Hormone","Yoshu Fukushu","Tsume Tsume Tsume","4:36","5","5","thumbs-up"
"Katy B","Little Red","Tumbling Down","4:42","2","0","not-rated"
"Stone Sour","The Best Of Stone Sour","Tumult","4:04","3","0","not-rated"
"Jeremy Soule & Julian Soule","Guild Wars: Nightfall","Turai's Legacy","3:10","","0","not-rated"
"Carpenter Brut","EP III","Turbo Killer","3:28","13","5","thumbs-up"
"Carpenter Brut","Trilogy","Turbo Killer","3:28","1","undefined","never-rated"
"Hadouken!","For the Masses","Turn the Lights Out","3:51","3","5","thumbs-up"
"Queens of the Stone Age","Era Vulgaris","Turnin On The Screw","5:18","1","0","not-rated"
"The Offspring","Days Go By","Turning Into You","3:41","6","0","not-rated"
"36 Crazyfists","Bitterness the Star","Turns to Ashes","3:19","1","0","not-rated"
"Krater","Krater OST","Tutorial","5:02","3","0","not-rated"
"Mudvayne","Lost and Found","TV Radio","3:26","2","undefined","never-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Twat","2:02","1","undefined","never-rated"
"Nemesea","Uprise","Twilight","3:31","2","undefined","never-rated"
"Murderdolls","Beyond The Valley Of The Murderdolls","Twist My Sister","2:06","2","0","not-rated"
"John Boutte","Jambalaya","Two Bands Rolling","2:45","6","0","not-rated"
"Flight Facilities","Down To Earth","Two Bodies","6:08","3","undefined","never-rated"
"RÜFÜS","Atlas","Two Clocks","3:48","7","0","not-rated"
"Fink","Hard Believer","Two Days Later","5:40","10","0","not-rated"
"Nero","Between II Worlds","Two Minds","3:34","2","undefined","never-rated"
"36 Crazyfists","Bitterness the Star","Two Months Form a Year","4:25","1","0","not-rated"
"The Hives","Tyrannosaurus Hives","Two-Timing Touch and Broken Bones","2:01","5","5","thumbs-up"
"FKA twigs","LP1","E  Two Weeks","4:07","11","undefined","never-rated"
"Gangstagrass","Broken Hearts and Stolen Money","Two Yards (feat. R Son & Dolio the Sleuth)","3:33","8","0","not-rated"
"Anberlin","Vital (Bonus Track Version)","Type Three","3:57","6","0","not-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Tyria Awaits","3:04","3","0","not-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Tyria Reborn","4:09","3","0","not-rated"
"Kendrick Lamar","To Pimp A Butterfly","E  u","4:28","7","undefined","never-rated"
"System Of A Down","Hypnotize","U-Fig","2:56","1","0","not-rated"
"Die Antwoord","Ten$ion","U Make A Ninja Wanna Fuck","3:16","3","1","thumbs-down"
"Maximum The Hormone","Rokkinpo Goroshi","Uehara ～Futoshi～","2:36","4","5","thumbs-up"
"Newton Faulkner","Hand Built By Robots","UFO","2:35","9","5","thumbs-up"
"Hadouken!","For the Masses","Ugly","4:08","3","4",""
"Die Antwoord","Donker Mag","E  Ugly Boy","3:33","4","5","thumbs-up"
"BABYMETAL","BABYMETAL","Uki Uki ★ Midnight","3:19","1","undefined","never-rated"
"Kanye West","The Life of Pablo","Ultralight Beam","5:10","1","0","not-rated"
"The Sound of Animals Fighting","Tiger And The Duke","Un'Aria Elettronica (Technology Remix)","8:25","","undefined","never-rated"
"Thousand Foot Krutch","Set It Off","Unbelievable","3:03","2","5","thumbs-up"
"Maximum The Hormone","Yoshu Fukushu","Unbelievable ~Suwomintsu Hockereiro Mifueho~","3:36","5","5","thumbs-up"
"Big Big Train","English Electric (Part One)","Uncle Jack","3:48","1","undefined","never-rated"
"Newton Faulkner","Hand Built By Robots","Uncomfortably Slow","3:29","8","5","thumbs-up"
"Alex Clare","Three Hearts","Unconditional","3:50","2","0","not-rated"
"Skindred","Volume","Under Attack","4:04","1","undefined","never-rated"
"The Strokes","Room On Fire","Under Control","3:07","1","0","not-rated"
"The Prodigy","Their Law: The Singles 1990-2005","Under My Wheels (Remix)","3:14","1","0","not-rated"
"Pendulum","Immersion","Under The Waves","4:56","10","4",""
"Imagine Dragons","Night Visions","Underdog","3:30","3","0","not-rated"
"Tool","Undertow","Undertow","5:22","3","0","not-rated"
"Anberlin","Blueprints For City Friendships: The Anberlin Anthology","The Undeveloped Story","3:28","5","5","thumbs-up"
"Muse","The Resistance","Undisclosed Desires","3:57","1","0","not-rated"
"Everything Everything","Arc (Deluxe)","Undrowned","3:01","13","0","not-rated"
"Metallica","The Greatest Hits","The Unforgiven","6:27","2","4",""
"RÜFÜS","Atlas","Unforgiven","4:29","5","0","not-rated"
"Ed Sheeran","+","U.N.I.","3:49","9","0","not-rated"
"Muse","Showbiz","Unintended","3:57","1","0","not-rated"
"Skindred","Union Black","Union Black","1:11","2","1","thumbs-down"
"Bliss n Eso","Circus In The Sky","Unite","2:40","16","0","not-rated"
"Muse","The Resistance","United States Of Eurasia (+Collateral Damage)","5:48","2","0","not-rated"
"UNKLE","Psyence Fiction","Unkle (Main Title Theme)","3:25","2","0","not-rated"
"Breaking Benjamin","Phobia","Unknown Soldier","3:46","1","undefined","never-rated"
"Muse","The Resistance","Unnatural Selection","6:55","1","0","not-rated"
"Muse","Showbiz","Uno","3:39","1","0","not-rated"
"UNKLE","Psyence Fiction","Unreal","5:10","1","0","not-rated"
"Jeremy Soule & Julian Soule","Guild Wars: Nightfall","Unseen Intruders","0:55","","0","not-rated"
"Neil Hilborn","Northbound","Unsolicited Advice to Minnesota Children","0:56","1","undefined","never-rated"
"Anberlin","Vital (Bonus Track Version)","Unstable","3:36","4","0","not-rated"
"Sons Of The Sea","Sons of the Sea","Untethered","4:16","9","undefined","never-rated"
"Linkin Park","Living Things","Until It Breaks","3:44","3","0","not-rated"
"LINKIN PARK","RECHARGED","UNTIL IT BREAKS (Datsik Remix)","6:00","2","0","not-rated"
"LINKIN PARK","RECHARGED","UNTIL IT BREAKS (Money Mark Headphone Remix)","4:29","1","0","not-rated"
"Metallica","S & M","Until It Sleeps [Explicit]","4:30","1","0","not-rated"
"Swedish House Mafia","Until Now","Until Now (Continuous DJ Mix)","1:19:57","1","1","thumbs-down"
"Story Of The Year","Page Avenue (US Non-PA Version)","E  Until The Day I Die","3:55","4","5","thumbs-up"
"Story Of The Year","Page Avenue: Ten Years and Counting","Until the Day I Die (10 Year Version)","4:03","7","undefined","never-rated"
"Breaking Benjamin","Phobia","Until The End","4:12","3","undefined","never-rated"
"Brand New","The Devil And God Are Raging Inside Me (UK Version)","Untitled","2:04","2","1","thumbs-down"
"Eminem","Recovery [Explicit]","Untitled [Explicit]","3:15","1","5","thumbs-up"
"Cradle Of Filth","The Manticore And Other Horrors","The Unveiling of O","2:07","3","undefined","never-rated"
"","Guild Wars Factions","Unwaking Waters","2:14","","0","not-rated"
"Anberlin","Blueprints For City Friendships: The Anberlin Anthology","The Unwinding Cable Car","4:18","4","4",""
"Anberlin","Cities","The Unwinding Cable Car","4:17","3","0","not-rated"
"The People The Poet","The Narrator","The Unwinding Thread","5:56","","undefined","never-rated"
"Modestep","Evolution Theory","Up","3:45","3","0","not-rated"
"Alex Clare","The Lateness Of the Hour","Up All Night","2:44","23","4",""
"Thousand Foot Krutch","Set It Off","Up Comes Down","3:23","3","5","thumbs-up"
"Professor Green","At Your Inconvenience","E  Upper Clapton Dance (Bonus Track) [feat. Chynaman & Cores]","3:46","3","5","thumbs-up"
"Muse","The Resistance","Uprising","5:05","1","5","thumbs-up"
"Big Big Train","English Electric (Part One)","Upton Heath","5:39","","undefined","never-rated"
"Tool","Ænima","Useful Idiot","0:39","2","1","thumbs-down"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Utopia Descent","2:42","1","undefined","never-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Utopia Finale","2:35","1","undefined","never-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Utopia Overture","3:32","1","0","not-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Utopia's Death Cargo","1:38","1","undefined","never-rated"
"Maximum The Hormone","Greatest The Hits 2011 - 2011","Utsukushiki Hitobito No Uta","4:39","2","0","not-rated"
"Maximum The Hormone","Yoshu Fukushu","Utsukushiki Hitobito no Uta","4:38","9","5","thumbs-up"
"Maximum The Hormone","Yoshu Fukushu","Utsukushiki OP ~Tsuki no Bakugekiki~","0:32","8","1","thumbs-down"
"Marcin Przybyłowicz","The Witcher 3: Wild Hunt - Official Soundtrack","The Vagabond","2:48","2","0","not-rated"
"Nneka","Soul Is Heavy","Valley","5:23","2","0","not-rated"
"Marina & The Diamonds","Electra Heart","Valley Of The Dolls","4:14","4","0","not-rated"
"Queens of the Stone Age","...Like Clockwork","The Vampyre of Time and Memory","3:35","4","0","not-rated"
"Twelve Foot Ninja","Silent Machine","Vanguard","2:55","8","undefined","never-rated"
"Barenaked Ladies","Are Me","Vanishing","3:15","1","0","not-rated"
"Curtis Schweitzer","Starbound Orchestral Original Soundtrack","Vast, Immortal Suns","4:05","","undefined","never-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","The Vaults of the Priory","2:04","","0","not-rated"
"Coheed & Cambria","In Keeping Secrets Of Silent Earth: 3","The Velourium Camper II: Backend Of Forever","5:07","8","4",""
"Anberlin","Lowborn","Velvet Covered Brick","3:56","6","undefined","never-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Ventari's Legacy","1:57","2","0","not-rated"
"Slipknot","Antennas To Hell","Vermilion","5:26","8","0","not-rated"
"Slipknot","Antennas To Hell","Vermilion","6:17","8","0","not-rated"
"Tool","10,000 Days","Vicarious","7:07","11","5","thumbs-up"
"Brand New","Daisy (iTunes Version)","Vices","3:23","12","0","not-rated"
"System Of A Down","Hypnotize","Vicinity Of Obscenity","2:52","4","0","not-rated"
"Korn","The Paradigm Shift","E  Victimized","3:35","5","undefined","never-rated"
"Linkin Park","Living Things","Victimized","1:47","4","5","thumbs-up"
"LINKIN PARK","RECHARGED","VICTIMIZED (M. Shinoda Remix)","2:59","5","0","not-rated"
"Good Charlotte","Good Morning Revival","Victims Of Love","3:46","2","0","not-rated"
"FKA twigs","LP1","Video Girl","3:47","","undefined","never-rated"
"Breed 77","Un Encuentro","Viento De Levante","0:52","1","1","thumbs-down"
"Breed 77","In My Blood (En Mi Sangre)","Viento Del Levante","0:51","1","1","thumbs-down"
"Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","The View From The Afternoon","3:39","5","5","thumbs-up"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","The Vigil Goes to War","2:37","4","0","not-rated"
"Tool","10,000 Days","Viginti Tres","5:03","1","1","thumbs-down"
"Brubeck Brothers","Classified","Vignettes For Nonet: Mvt I - Curious Expedition","6:53","","undefined","never-rated"
"Brubeck Brothers","Classified","Vignettes For Nonet: Mvt Ii – Dunes At Dawn - Dromadaire Extraordinaire","7:53","","undefined","never-rated"
"Brubeck Brothers","Classified","Vignettes For Nonet: Mvt Iii – Tales Of The Bazaar","7:45","","undefined","never-rated"
"Spineshank","Self-Destructive Pattern","Violent Mood Swings","3:30","7","4",""
"System Of A Down","Mezmerize","Violent Pornography","3:32","5","4",""
"Nneka","Soul Is Heavy","V.I.P.","3:53","2","0","not-rated"
"Jamiroquai","High Times - Singles 1992-2006","Virtual Insanity (Remastered for 2006)","3:50","5","5","thumbs-up"
"Gemini","Graduation EP","Vision","4:55","5","0","not-rated"
"The Dear Hunter","Act II: The Meaning Of, And All Things Regarding Ms. Leading","Vital Vessals Vindicate","7:09","16","undefined","never-rated"
"Incubus","S.C.I.E.N.C.E.","Vitamin","3:13","4","undefined","never-rated"
"Intervals","A Voice Within","A Voice Within","8:29","1","undefined","never-rated"
"Breed 77","Cultura","Voices","1:10","5","1","thumbs-down"
"(Hed) P.E.","Only In Amerika","Voices","3:14","8","5","thumbs-up"
"Disclosure","Settle (Deluxe)","Voices (feat. Sasha Keable)","4:10","1","5","thumbs-up"
"Skindred","Volume","Volume","3:37","","undefined","never-rated"
"The Prodigy","Their Law: The Singles 1990-2005","Voodoo Beats (Original Mix)","3:54","1","0","not-rated"
"The Prodigy","Their Law: The Singles 1990-2005","Voodoo People (05 Edit)","3:40","1","0","not-rated"
"The Prodigy","Their Law: The Singles 1990-2005","Voodoo People (Pendulum Mix)","5:07","1","5","thumbs-up"
"Hadouken!","Every Weekend","The Vortex","4:01","3","0","not-rated"
"Pendulum","Immersion","The Vulture","4:04","3","5","thumbs-up"
"The Offspring","Conspiracy Of One","Vultures","3:34","2","undefined","never-rated"
"A.C.T.","Last Epic","Wailings From A Building","4:22","5","5","thumbs-up"
"The Dear Hunter","Act IV: Rebirth in Reprise","Wait","3:21","11","5","thumbs-up"
"Slipknot","Antennas To Hell","Wait And Bleed","2:28","11","0","not-rated"
"Slipknot","Antennas To Hell","Wait And Bleed","2:47","11","0","not-rated"
"Hadouken!","Music For An Accelerated Culture","Wait For You","4:00","2","0","not-rated"
"Adam Monroe","Illusions Fade","Waiting","5:10","8","0","not-rated"
"Newton Faulkner","Studio Zoo","Waiting on You","3:56","5","0","not-rated"
"Ed Sheeran","+","Wake Me Up","3:50","11","0","not-rated"
"Aloe Blacc","Lift Your Spirit","Wake Me Up (Acoustic)","3:46","13","5","thumbs-up"
"A","Teen Dance Ordinance","Wake Up","2:44","4","0","not-rated"
"Awolnation","Megalithic Symphony","Wake Up","3:03","8","5","thumbs-up"
"Breed 77","Insects","Wake Up","4:36","7","5","thumbs-up"
"Coheed & Cambria","Good Apollo, I'm Burning Star IV, Volume 1: From Fear Through The Eyes Of Madness","Wake Up","3:36","20","0","not-rated"
"Fightstar","Grand Unification (UK edition)","Wake Up","4:38","2","undefined","never-rated"
"(Hed) P.E.","Only In Amerika","Wake Up","4:36","1","1","thumbs-down"
"How to Destroy Angels","Welcome Oblivion","The Wake-Up","1:43","9","0","not-rated"
"Alanis Morissette","Jagged Little Pill (Remastered)","Wake Up (2015 Remastered)","4:55","1","undefined","never-rated"
"A.C.T.","Last Epic","Wake Up Apartment 122","4:30","3","5","thumbs-up"
"Nothing But Thieves","Nothing But Thieves (Deluxe)","Wake Up Call","2:45","8","undefined","never-rated"
"Mikolai Stroinski","The Witcher 3: Wild Hunt - Official Soundtrack","Wake Up, Ciri","1:34","9","0","not-rated"
"Carpenter Brut","EP I","Wake up the President","4:16","1","undefined","never-rated"
"Carpenter Brut","Trilogy","Wake Up the President","4:16","2","undefined","never-rated"
"Flight Facilities","Down To Earth","Waking Bliss","4:00","20","5","thumbs-up"
"Good Charlotte","Good Charlotte","Waldorf Worldwide","3:21","1","0","not-rated"
"Periphery","Periphery","The Walk","5:05","1","undefined","never-rated"
"Good Charlotte","AOL Sessions: Under Cover","Walk Away (Maybe)","3:21","2","0","not-rated"
"Good Charlotte","Good Charlotte","Walk By","2:43","2","0","not-rated"
"The Hives","Tyrannosaurus Hives","Walk Idiot Walk","3:32","6","5","thumbs-up"
"Dirty South & Those Usual Suspects","Until Now","Walking Alone (feat. Erik Hecht)","5:51","1","0","not-rated"
"The Prodigy","The Day Is My Enemy","E  Wall of Death","4:12","2","undefined","never-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","The Walls of Ebonhawke","2:23","2","0","not-rated"
"A.C.T.","Today's Report","Waltz With Mother Nature","6:39","1","0","not-rated"
"A.C.T.","Today's Report","The Wandering","5:38","1","0","not-rated"
"Aloe Blacc","Lift Your Spirit","Wanna Be With You","3:45","10","0","not-rated"
"Netsky","2","Wanna Die for You (feat. Diane Charlemagne)","4:18","4","5","thumbs-up"
"Netsky","2 Deluxe","Wanna Die for You (feat. Diane Charlemagne)","4:17","7","undefined","never-rated"
"Netsky","2 Deluxe","Wanna Die for You (Live At Pukkelpop 2012)","4:51","","undefined","never-rated"
"Netsky","2 Deluxe","Wanna Die for You (Metrik & Netsky Rework) [feat. Diane Charlemagne]","4:39","7","undefined","never-rated"
"The Offspring","Conspiracy Of One","Want You Bad","3:22","3","undefined","never-rated"
"Bon Jovi","Crossroad","Wanted Dead Or Alive","5:08","4","0","not-rated"
"(Hed) P.E.","Only In Amerika","War","3:49","1","0","not-rated"
"System Of A Down","System Of A Down","War?","2:41","1","0","not-rated"
"Mushroomhead","XIII","The War Inside","2:59","1","0","not-rated"
"Thousand Foot Krutch","The End Is Where We Begin","War Of Change","3:52","14","5","thumbs-up"
"Alex Clare","Three Hearts","War Rages On","3:55","5","5","thumbs-up"
"Alex Clare","War Rages On","War Rages On","3:53","3","0","not-rated"
"Everything Everything","Get To Heaven (Deluxe)","Warm Healer","6:12","3","undefined","never-rated"
"Grant Kirkhope","Viva Piñata: Original Soundtrack","Warm Heart, Cold Nose","2:37","2","0","not-rated"
"Fink","Perfect Darkness","Warm Shadow","5:46","17","5","thumbs-up"
"Flume","Flume: Deluxe Edition","Warm Thoughts","3:49","9","5","thumbs-up"
"Flume","Flume: Deluxe Edition","E  Warm Thoughts (feat. Grande Marshall & Goldie Glo)","2:45","5","0","not-rated"
"Incubus","Make Yourself","The Warmth","4:24","15","5","thumbs-up"
"Incubus","Monuments and Melodies","Warning","4:39","2","0","not-rated"
"Skindred","Union Black","Warning","3:51","5","0","not-rated"
"The Qemists","Warrior Sound","Warrior Sound","3:53","","undefined","never-rated"
"Marilyn Manson","The Pale Emperor (Deluxe)","Warship My Wreck","5:57","","undefined","never-rated"
"Guano Apes","Planet Of The Apes (Best Of)","Wash It Down","3:04","2","0","not-rated"
"John Boutte","Jambalaya","Wash My Hands in Muddy Water","5:00","1","0","not-rated"
"Fightstar","Grand Unification (UK edition)","Waste a Moment","3:37","13","5","thumbs-up"
"Nero","Between II Worlds","Wasted","4:53","2","undefined","never-rated"
"Arcade Fire","The Suburbs","Wasted Hours","3:21","1","0","not-rated"
"Killswitch Engage","The End Of Heartache","Wasted Sacrifice","4:19","2","0","not-rated"
"Sebastian Tott","Krater OST","The Wasteland Battle (Sebastian Tott)","4:31","1","0","not-rated"
"Sebastian Tott","Krater OST","The Wasteland Exploration (Sebastian Tott)","4:28","2","0","not-rated"
"Thousand Foot Krutch","Welcome To The Masquerade","Watching Over Me","4:19","2","0","not-rated"
"Pendulum","Immersion","Watercolour","5:05","27","5","thumbs-up"
"36 Crazyfists","A Snow Capped Romance","Waterhaul","4:51","1","0","not-rated"
"Mushroomhead","The Righteous & The Butterfly","Watt (Dg Mix)","2:34","","0","not-rated"
"Miike Snow","Until Now","The Wave (Thomas Gold Remix Edit)","3:24","2","0","not-rated"
"The Dear Hunter","Act IV: Rebirth in Reprise","Waves","4:13","24","5","thumbs-up"
"Kanye West","The Life of Pablo","Waves","2:56","1","0","not-rated"
"Magic Sword","Volume 1","The Way Home","4:15","1","undefined","never-rated"
"Nemesea","Uprise","The Way I Feel (Acoustic Version)","3:46","2","undefined","never-rated"
"The Strokes","Room On Fire","The Way It Is","2:23","1","0","not-rated"
"The Prodigy","Their Law: The Singles 1990-2005","The Way It Is (Live Remix)","4:16","2","0","not-rated"
"Seven Lions","The Throes Of Winter","A Way To Say Goodbye (feat. Sombear)","4:54","4","undefined","never-rated"
"A","Hi-Fi Serious","W.D.Y.C.A.I.","3:27","1","0","not-rated"
"Thousand Foot Krutch","The End Is Where We Begin","We Are","3:19","30","5","thumbs-up"
"Anberlin","Lowborn","We Are Destroyer","3:29","11","undefined","never-rated"
"The Qemists","Warrior Sound","We Are the Problem","3:49","1","undefined","never-rated"
"The Prodigy","Their Law: The Singles 1990-2005","We Are The Ruffest","5:18","1","0","not-rated"
"Mushroomhead","The Righteous & The Butterfly","We Are The Truth","4:07","","0","not-rated"
"Mushroomhead","The Righteous & The Butterfly","We Are The Truth 3.0","3:42","","0","not-rated"
"Good Charlotte","AOL Sessions: Under Cover","We Believe","3:52","1","5","thumbs-up"
"Lmfao","Sorry For Party Rocking [Explicit]","We Came Here To Party [Explicit]","3:47","3","0","not-rated"
"Netsky","2 Deluxe","We Can Only Live Today (Puppy) [feat. Billie]","3:25","7","undefined","never-rated"
"36 Crazyfists","Rest Inside the Flames","We Cannot Deny","3:43","1","0","not-rated"
"Faith No More","The Very Best Definitive Ultimate Greatest Hits Collection (Digital) [Explicit]","We Care A Lot (2009 Remastered) [Explicit]","4:04","2","0","not-rated"
"Foreign Beggars","The Uprising","We Does This","2:59","3","0","not-rated"
"Dizzee Rascal","The Fifth","We Don’t Play Around","3:09","1","0","not-rated"
"Anberlin","Blueprints For City Friendships: The Anberlin Anthology","We Dreamt In Heist","3:18","4","0","not-rated"
"How to Destroy Angels","Welcome Oblivion","We Fade Away","6:42","6","0","not-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","We Fight","2:22","","0","not-rated"
"Eskmo","Eskmo","We Got More","4:11","6","0","not-rated"
"Eskmo","Eskmo","We Have Invisible Friends (Washed Mix)","5:01","5","0","not-rated"
"RÜFÜS","Atlas","We Left (Night Version) [Bonus Track]","5:14","5","0","not-rated"
"Skindred","Kill the Power","We Live","4:06","29","5","thumbs-up"
"Free Agents Brass Band","Treme: Music From The HBO Original Series, Season 1","We Made It Through That Water","4:44","2","0","not-rated"
"Everything Everything","Get To Heaven (Deluxe)","We Sleep In Pairs","3:23","3","undefined","never-rated"
"Arcade Fire","The Suburbs","We Used To Wait","5:02","5","5","thumbs-up"
"Closure In Moscow","The Penance And The Patience","We Want Guarantees, Not Hunger Pains","3:58","5","0","not-rated"
"Tides Of Man","Young and Courageous","We Were Only Dreaming","4:49","1","undefined","never-rated"
"AFI","Black Sails in the Sunset","Weathered Tome","2:13","2","0","not-rated"
"Jeremy Soule & Julian Soule","Guild Wars: Nightfall","Web of Terror","3:53","","0","not-rated"
"Marina And The Diamonds","FROOT","Weeds","4:07","3","0","not-rated"
"Bastille","Bad Blood","Weight of Living Pt. I","3:27","1","0","not-rated"
"Bastille","Bad Blood","Weight Of Living Pt. II","2:55","1","0","not-rated"
"A.C.T.","Today's Report","Welcome","5:51","1","0","not-rated"
"Coheed & Cambria","Good Apollo, I'm Burning Star IV, Volume 1: From Fear Through The Eyes Of Madness","Welcome Home","6:15","15","4",""
"Metallica","The Greatest Hits","Welcome Home (Sanitarium)","6:28","2","0","not-rated"
"Mikolai Stroinski","The Witcher 3: Wild Hunt - Official Soundtrack","Welcome, Imlerith","2:45","2","0","not-rated"
"How to Destroy Angels","Welcome Oblivion","Welcome Oblivion","3:48","7","0","not-rated"
"Brand New","The Devil And God Are Raging Inside Me (UK Version)","Welcome To Bangkok","3:05","4","0","not-rated"
"Plan B","The Defamation Of Strickland Banks","Welcome To Hell","4:33","2","5","thumbs-up"
"Krater","Krater OST","Welcome to Krater","6:18","1","0","not-rated"
